sender,nominal_interval_s,n_packets_full,loss_rate_full,success_rate_full,mean_burst_len_pkts_full,p95_burst_len_pkts_full,max_burst_len_pkts_full,mean_burst_len_s_full,max_burst_len_s_full,recv_rate_pps_full,send_rate_pps_est_full,t_start_full,t_end_full,n_packets_steady_fl,loss_rate_steady_fl,success_rate_steady_fl,mean_burst_len_pkts_steady_fl,p95_burst_len_pkts_steady_fl,max_burst_len_pkts_steady_fl,mean_burst_len_s_steady_fl,max_burst_len_s_steady_fl,recv_rate_pps_steady_fl,send_rate_pps_est_steady_fl,t_start_steady_fl,t_end_steady_fl,n_packets_steady_rp,loss_rate_steady_rp,success_rate_steady_rp,mean_burst_len_pkts_steady_rp,p95_burst_len_pkts_steady_rp,max_burst_len_pkts_steady_rp,mean_burst_len_s_steady_rp,max_burst_len_s_steady_rp,recv_rate_pps_steady_rp,send_rate_pps_est_steady_rp,t_start_steady_rp,t_end_steady_rp
16,0.09999999999999432,1760,0.36079545454545453,0.6392045454545454,14.767441860465116,49.99999999999993,381,1.4767441860464277,38.099999999997834,6.602097565621769,10.328614858217167,6.54261,176.943,1705,0.34017595307917886,0.6598240469208212,13.80952380952381,5.0,381,1.3809523809523025,38.099999999997834,6.602097565621769,10.00584564389788,6.54261,176.943,1274,0.1357927786499215,0.8642072213500784,5.580645161290323,2.0,140,0.5580645161290005,13.999999999999204,6.600703991159732,7.6378718299159845,8.64261,175.443
160,0.09999999999999432,1270,0.4015748031496063,0.5984251968503937,26.842105263157894,88.9999999999992,422,2.6842105263156366,42.1999999999976,6.24485415800467,10.435479974560435,78.2068,199.907,1218,0.3760262725779967,0.6239737274220033,25.444444444444443,73.49999999999942,422,2.5444444444442995,42.1999999999976,6.24485415800467,10.008200479539063,78.2068,199.907,757,0.013210039630118891,0.9867899603698811,1.0,1.0,1,0.09999999999999432,0.09999999999999432,6.298466361383571,6.3827831801437265,81.3067,199.907
166,0.09999999999999432,1239,0.513317191283293,0.486682808716707,39.75,202.5,420,3.974999999999774,41.99999999999761,5.118854191603042,10.517844682249036,82.1002,199.9,1179,0.48854961832061067,0.5114503816793894,38.4,216.9999999999997,420,3.8399999999997814,41.99999999999761,5.118854191603042,10.008505956716395,82.1002,199.9,597,0.011725293132328308,0.9882747068676717,1.0,1.0,1,0.09999999999999432,0.09999999999999432,5.0993993944679294,5.159900743215855,84.2001,199.9
172,0.09999999999999432,1210,0.40082644628099173,0.5991735537190083,25.526315789473685,93.09999999999927,400,2.5526315789472234,39.999999999997726,6.304358790189201,10.521757429143356,84.9222,199.922,1151,0.37011294526498695,0.629887054735013,23.666666666666668,62.549999999999436,400,2.366666666666532,39.999999999997726,6.304358790189201,10.008713058631407,84.9222,199.922,1122,0.3663101604278075,0.6336898395721925,45.666666666666664,240.79999999999987,400,4.566666666666407,39.999999999997726,6.23685304711061,9.842122530039527,85.9222,199.922
178,0.09999999999999432,1180,0.3923728813559322,0.6076271186440678,30.866666666666667,153.89999999999964,380,3.0866666666664915,37.99999999999784,6.390357245034103,10.516905926276488,87.7297,199.93,1123,0.36153161175422976,0.6384683882457702,29.0,137.54999999999987,380,2.899999999999835,37.99999999999784,6.390357245034103,10.008885894244488,87.7297,199.93,1097,0.35642661804922515,0.6435733819507748,43.44444444444444,229.59999999999985,380,4.344444444444197,37.99999999999784,6.424004302081068,9.98177439006081,89.7297,199.63
184,0.09999999999999432,1150,0.4043478260869565,0.5956521739130435,21.136363636363637,57.14999999999996,380,2.1136363636362434,37.99999999999784,6.290145591618036,10.560098438482834,91.0405,199.941,1090,0.37155963302752293,0.6284403669724771,19.285714285714285,3.0,380,1.928571428571319,37.99999999999784,6.290145591618036,10.00913678082286,91.0405,199.941,1083,0.37119113573407203,0.628808864265928,21.157894736842106,40.69999999999919,380,2.1157894736840905,37.99999999999784,6.3113701975431065,10.037024851599389,92.0405,199.941
190,0.09999999999999432,1120,0.40982142857142856,0.5901785714285714,28.6875,133.25,383,2.868749999999837,38.29999999999782,6.18337206126122,10.477120587916138,93.0884,199.988,1070,0.3822429906542056,0.6177570093457945,27.266666666666666,119.0999999999996,383,2.7266666666665116,38.29999999999782,6.18337206126122,10.00939199024131,93.0884,199.988,1046,0.37858508604206503,0.621414913957935,36.0,193.5,383,3.5999999999997954,38.29999999999782,6.20231374928912,9.980954125779107,95.1884,199.988
196,0.09999999999999432,1090,0.42385321100917434,0.5761467889908256,30.8,149.59999999999965,382,3.079999999999825,38.19999999999783,6.04428497456203,10.490876787058301,96.0682,199.968,1040,0.39615384615384613,0.6038461538461539,29.428571428571427,139.54999999999987,382,2.9428571428569756,38.19999999999783,6.04428497456203,10.009643906918013,96.0682,199.968,631,0.01584786053882726,0.9841521394611727,1.1111111111111112,1.5999999999999996,2,0.1111111111111048,0.19999999999998863,6.100208448346658,6.198440468448858,98.1682,199.968
202,0.09999999999999432,1060,0.43113207547169813,0.5688679245283019,28.5625,134.0,380,2.8562499999998376,37.99999999999784,5.988065576765909,10.526284430135759,99.2037,199.904,1008,0.4017857142857143,0.5982142857142857,27.0,119.5999999999996,380,2.6999999999998465,37.99999999999784,5.988065576765909,10.009900665638533,99.2037,199.904,606,0.019801980198019802,0.9801980198019802,1.2,2.0,2,0.11999999999999317,0.19999999999998863,5.969849246231155,6.090452261306533,100.404,199.904
208,0.09999999999999432,1030,0.46116504854368934,0.5388349514563107,22.61904761904762,45.0,392,2.2619047619046335,39.19999999999777,5.640243902439024,10.467479674796747,101.511,199.911,985,0.4365482233502538,0.5634517766497462,21.5,32.90000000000027,392,2.149999999999878,39.19999999999777,5.640243902439024,10.010162601626016,101.511,199.911,561,0.035650623885918005,0.964349376114082,1.25,2.25,3,0.1249999999999929,0.29999999999998295,5.6471816283924845,5.855949895615867,103.611,199.411
214,0.09999999999999432,1000,0.498,0.502,13.45945945945946,16.79999999999977,390,1.3459459459458694,38.99999999999778,5.346055952545766,10.64951384969276,106.053,199.954,940,0.46595744680851064,0.5340425531914894,12.166666666666666,6.0,390,1.2166666666665975,38.99999999999778,5.346055952545766,10.010543018711195,106.053,199.954,910,0.4593406593406593,0.5406593406593407,15.481481481481481,2.0,390,1.5481481481480601,38.99999999999778,5.353587012110858,9.901959717522114,108.053,199.954
22,0.09999999999999432,1747,0.27876359473382945,0.7212364052661706,19.48,53.59999999999984,380,1.9479999999998894,37.99999999999784,7.495542828996328,10.39262962083856,10.5991,178.699,1682,0.25089179548156954,0.7491082045184305,17.583333333333332,7.549999999999994,380,1.7583333333332332,37.99999999999784,7.495542828996328,10.00595479235859,10.5991,178.699,1261,0.01506740681998414,0.9849325931800159,1.2666666666666666,2.299999999999999,3,0.12666666666665946,0.29999999999998295,7.531842044779894,7.64706346092387,11.6991,176.599
220,0.09999999999999432,970,0.47216494845360824,0.5278350515463918,24.105263157894736,83.99999999999929,381,2.4105263157893364,38.099999999997834,5.577342047930284,10.566448801742922,108.174,199.974,919,0.4428726877040261,0.5571273122959739,22.61111111111111,62.24999999999947,381,2.2611111111109827,38.099999999997834,5.577342047930284,10.010893246187365,108.174,199.974,509,0.019646365422396856,0.9803536345776032,1.1111111111111112,1.5999999999999996,2,0.1111111111111048,0.19999999999998863,5.562987736900781,5.6744704570791535,110.274,199.974
226,0.09999999999999432,940,0.4819148936170213,0.5180851063829788,30.2,148.99999999999966,380,3.019999999999828,37.99999999999784,5.47806524184477,10.573678290213724,111.02,199.92,890,0.45280898876404496,0.547191011235955,28.785714285714285,135.59999999999985,380,2.8785714285712647,37.99999999999784,5.47806524184477,10.01124859392576,111.02,199.92,872,0.44954128440366975,0.5504587155963303,39.2,209.8999999999996,380,3.9199999999997774,37.99999999999784,5.523590333716917,10.034522439585732,113.02,199.92
232,0.09999999999999432,910,0.5252747252747253,0.4747252747252747,14.484848484848484,25.599999999999923,380,1.448484848484766,37.99999999999784,5.076380728554641,10.693301997649822,114.841,199.941,852,0.49295774647887325,0.5070422535211268,13.125,3.4499999999999993,380,1.3124999999999254,37.99999999999784,5.076380728554641,10.011750881316098,114.841,199.941,828,0.4915458937198068,0.5084541062801933,15.653846153846153,2.0,380,1.5653846153845263,37.99999999999784,5.078407720144751,9.987937273823881,116.841,199.741
238,0.09999999999999432,880,0.6863636363636364,0.3136363636363636,9.151515151515152,8.0,381,0.9151515151514632,38.099999999997834,3.3495145631067955,10.679611650485434,117.579,199.979,825,0.6654545454545454,0.3345454545454546,8.446153846153846,8.0,381,0.8446153846153366,38.099999999997834,3.3495145631067955,10.012135922330094,117.579,199.979,221,0.12669683257918551,0.8733031674208145,1.8666666666666667,5.599999999999998,7,0.18666666666665607,0.6999999999999602,2.6842837273991647,3.0737134909596655,119.579,191.479
244,0.09999999999999432,850,0.5576470588235294,0.4423529411764706,26.333333333333332,109.49999999999953,390,2.6333333333331836,38.99999999999778,4.76552598225602,10.773130544993663,121.089,199.989,790,0.5240506329113924,0.4759493670886076,24.352941176470587,81.99999999999973,390,2.43529411764692,38.99999999999778,4.76552598225602,10.012674271229404,121.089,199.989,782,0.5230179028132992,0.4769820971867008,25.5625,100.5,390,2.5562499999998547,38.99999999999778,4.8005148005148,10.064350064350064,122.289,199.989
250,0.09999999999999432,820,0.5658536585365853,0.4341463414634147,29.0,125.0,380,2.899999999999835,37.99999999999784,4.569961489088576,10.526315789473685,122.092,199.992,780,0.5435897435897435,0.45641025641025645,28.266666666666666,124.49999999999962,380,2.826666666666506,37.99999999999784,4.569961489088576,10.01283697047497,122.092,199.992,740,0.5283783783783784,0.4716216216216216,39.1,209.8999999999996,380,3.909999999999778,37.99999999999784,4.665775401069519,9.893048128342246,125.192,199.992
256,0.09999999999999432,790,0.5949367088607594,0.40506329113924056,20.434782608695652,46.69999999999994,380,2.043478260869449,37.99999999999784,4.336043360433605,10.70460704607046,126.153,199.953,739,0.5669824086603519,0.4330175913396481,19.045454545454547,7.849999999999998,380,1.9045454545453464,37.99999999999784,4.336043360433605,10.013550135501355,126.153,199.953,316,0.04113924050632911,0.9588607594936709,1.0,1.0,1,0.09999999999999432,0.09999999999999432,4.291784702549576,4.475920679886686,129.353,199.953
262,0.09999999999999432,760,0.6144736842105263,0.3855263157894737,20.304347826086957,55.19999999999992,380,2.0304347826085802,37.99999999999784,4.197707736389684,10.888252148997132,130.124,199.924,699,0.580829756795422,0.41917024320457796,18.454545454545453,3.0,380,1.8454545454544404,37.99999999999784,4.197707736389684,10.014326647564468,130.124,199.924,301,0.059800664451827246,0.9401993355481728,1.2,2.299999999999999,3,0.11999999999999317,0.29999999999998295,4.113372093023255,4.374999999999999,131.124,199.924
268,0.09999999999999432,730,0.8383561643835616,0.16164383561643836,9.0,8.0,386,0.8999999999999488,38.599999999997806,1.766467065868263,10.92814371257485,133.179,199.979,669,0.8236173393124065,0.17638266068759345,8.223880597014926,8.0,386,0.8223880597014458,38.599999999997806,1.766467065868263,10.014970059880238,133.179,199.979,63,0.30158730158730157,0.6984126984126984,1.3571428571428572,2.3499999999999996,3,0.13571428571427802,0.29999999999998295,0.8029197080291969,1.1496350364963501,134.179,188.979
274,0.09999999999999432,700,0.6628571428571428,0.3371428571428572,25.77777777777778,101.19999999999953,380,2.5777777777776314,37.99999999999784,3.6476043276661523,10.81916537867079,135.269,199.969,648,0.6358024691358025,0.3641975308641975,24.235294117647058,82.39999999999974,380,2.423529411764568,37.99999999999784,3.6476043276661523,10.01545595054096,135.269,199.969,236,0.046610169491525424,0.9533898305084746,1.2222222222222223,2.1999999999999993,3,0.12222222222221528,0.29999999999998295,3.6,3.776,137.469,199.969
28,0.09999999999999432,1724,0.35266821345707655,0.6473317865429234,19.0,87.39999999999995,383,1.899999999999892,38.29999999999782,6.690635448497395,10.33571282545655,12.5377,179.338,1669,0.3313361294188137,0.6686638705811863,17.838709677419356,65.5,383,1.7838709677418343,38.29999999999782,6.690635448497395,10.005977207475047,12.5377,179.338,1108,0.018050541516245487,0.9819494584837545,1.25,2.25,3,0.1249999999999929,0.29999999999998295,6.678931837449041,6.80170631975509,14.5377,177.438
280,0.09999999999999432,670,0.6850746268656717,0.31492537313432833,24.157894736842106,86.6999999999993,381,2.4157894736840735,38.099999999997834,3.430894308943089,10.894308943089431,138.487,199.987,616,0.6574675324675324,0.3425324675324676,22.5,60.549999999999464,381,2.249999999999872,38.099999999997834,3.430894308943089,10.016260162601625,138.487,199.987,209,0.06698564593301436,0.9330143540669856,1.2727272727272727,2.5,4,0.12727272727272004,0.39999999999997726,3.2828282828282824,3.518518518518518,140.587,199.987
286,0.09999999999999432,640,0.721875,0.27812499999999996,27.176470588235293,117.59999999999977,380,2.717647058823375,37.99999999999784,3.032367972742759,10.902896081771717,141.283,199.983,588,0.6972789115646258,0.30272108843537415,25.625,103.25,380,2.5624999999998543,37.99999999999784,3.032367972742759,10.017035775127765,141.283,199.983,178,0.056179775280898875,0.9438202247191011,1.0,1.0,1,0.09999999999999432,0.09999999999999432,2.962962962962962,3.139329805996472,143.283,199.983
292,0.09999999999999432,610,0.7672131147540984,0.23278688524590163,33.42857142857143,166.39999999999986,390,3.342857142856953,38.99999999999778,2.5222024866785073,10.834813499111899,143.66,199.96,564,0.74822695035461,0.25177304964539005,32.46153846153846,161.99999999999946,390,3.2461538461536614,38.99999999999778,2.5222024866785073,10.017761989342805,143.66,199.96,525,0.7561904761904762,0.2438095238095238,66.16666666666667,293.0,390,6.616666666666291,38.99999999999778,2.419659735349716,9.92438563327032,146.66,199.56
298,0.09999999999999432,580,0.8689655172413793,0.13103448275862073,31.5,147.5,422,3.149999999999821,42.1999999999976,1.4531548757170176,11.089866156787766,147.626,199.926,524,0.8549618320610687,0.14503816793893132,29.866666666666667,131.49999999999955,422,2.986666666666497,42.1999999999976,1.4531548757170176,10.019120458891017,147.626,199.926,497,0.8712273641851107,0.1287726358148893,43.3,233.44999999999956,422,4.329999999999753,42.1999999999976,1.282565130260521,9.959919839679358,149.626,199.526
304,0.09999999999999432,130,0.6153846153846154,0.3846153846153846,5.0,19.75,55,0.4999999999999716,5.499999999999687,6.757669955399377,17.569941884038382,150.557,157.956,75,0.3333333333333333,0.6666666666666667,1.6666666666666667,5.199999999999996,8,0.1666666666666572,0.7999999999999545,6.757669955399377,10.136504933099067,150.557,157.956,65,0.2923076923076923,0.7076923076923076,1.5833333333333333,4.149999999999995,8,0.15833333333332433,0.7999999999999545,8.214285714285682,11.60714285714281,151.956,157.556
316,0.09999999999999432,121,0.628099173553719,0.371900826446281,7.6,32.549999999999955,51,0.7599999999999567,5.09999999999971,6.5217391304348045,17.53623188405803,156.127,163.027,70,0.35714285714285715,0.6428571428571428,2.7777777777777777,7.599999999999998,10,0.27777777777776197,0.9999999999999432,6.5217391304348045,10.144927536231917,156.127,163.027,42,0.14285714285714285,0.8571428571428572,1.2,1.7999999999999998,2,0.11999999999999317,0.19999999999998863,9.230769230769285,10.769230769230832,159.127,163.027
328,0.09999999999999432,120,0.6416666666666667,0.3583333333333333,6.416666666666667,29.19999999999996,60,0.6416666666666302,5.999999999999659,7.288135593220332,20.33898305084744,163.022,168.922,60,0.2833333333333333,0.7166666666666667,1.5454545454545454,3.0,4,0.15454545454544574,0.39999999999997726,7.288135593220332,10.16949152542372,163.022,168.922,120,0.6416666666666667,0.3583333333333333,6.416666666666667,29.19999999999996,60,0.6416666666666302,5.999999999999659,7.288135593220332,20.33898305084744,163.022,168.922
34,0.09999999999999432,1703,0.28185554903112153,0.7181444509688785,15.483870967741936,30.5,380,1.5483870967741056,37.99999999999784,7.425631360815254,10.340024699483546,15.5072,180.207,1648,0.25788834951456313,0.7421116504854368,14.166666666666666,5.099999999999994,380,1.4166666666665861,37.99999999999784,7.425631360815254,10.00608379609447,15.5072,180.207,1230,0.02032520325203252,0.9796747967479675,1.1363636363636365,2.0,2,0.1136363636363572,0.19999999999998863,7.452085563547737,7.606693147853706,17.5073,179.207
340,0.09999999999999432,128,0.6328125,0.3671875,6.230769230769231,27.599999999999945,51,0.6230769230768877,5.09999999999971,6.184210526315794,16.842105263157908,168.106,175.706,77,0.38961038961038963,0.6103896103896104,2.5,7.599999999999994,12,0.2499999999999858,1.1999999999999318,6.184210526315794,10.131578947368428,168.106,175.706,52,0.21153846153846154,0.7884615384615384,1.375,2.9499999999999984,4,0.13749999999999218,0.39999999999997726,8.723404255319117,11.063829787234003,170.206,174.906
346,0.09999999999999432,120,0.6583333333333333,0.3416666666666667,6.076923076923077,24.999999999999922,58,0.6076923076922731,5.79999999999967,6.721311475409842,19.672131147541002,171.821,177.921,62,0.3387096774193548,0.6612903225806452,1.75,3.0,3,0.17499999999999005,0.29999999999998295,6.721311475409842,10.163934426229517,171.821,177.921,41,0.24390243902439024,0.7560975609756098,1.4285714285714286,2.6999999999999993,3,0.14285714285713474,0.29999999999998295,8.37837837837834,11.08108108108103,173.021,176.721
352,0.09999999999999432,146,0.6095890410958904,0.3904109589041096,5.235294117647059,17.19999999999997,50,0.5235294117646762,4.999999999999716,6.000631645436365,15.370038951468583,174.019,183.518,96,0.40625,0.59375,2.4375,6.75,9,0.24374999999998614,0.8999999999999488,6.000631645436365,10.106326981787563,174.019,183.518,49,0.1836734693877551,0.8163265306122449,1.2857142857142858,2.0,2,0.12857142857142126,0.19999999999998863,8.51063829787231,10.425531914893579,178.218,182.918
358,0.09999999999999432,140,0.6285714285714286,0.37142857142857144,5.866666666666666,20.899999999999956,51,0.5866666666666333,5.09999999999971,5.909090909090921,15.90909090909094,177.163,185.963,89,0.4157303370786517,0.5842696629213483,2.642857142857143,7.35,8,0.26428571428569925,0.7999999999999545,5.909090909090921,10.113636363636383,177.163,185.963,49,0.20408163265306123,0.7959183673469388,1.6666666666666667,3.5,4,0.1666666666666572,0.39999999999997726,8.125000000000028,10.20833333333337,180.163,184.963
364,0.09999999999999432,129,0.6201550387596899,0.3798449612403101,4.705882352941177,17.399999999999974,47,0.47058823529409094,4.699999999999733,6.049382716049387,15.925925925925936,179.725,187.825,82,0.4024390243902439,0.5975609756097561,2.0625,4.0,10,0.20624999999998828,0.9999999999999432,6.049382716049387,10.123456790123464,179.725,187.825,43,0.23255813953488372,0.7674418604651163,1.4285714285714286,2.0,2,0.14285714285713474,0.19999999999998863,6.734693877551012,8.775510204081623,182.725,187.625
370,0.09999999999999432,130,0.6153846153846154,0.3846153846153846,5.714285714285714,24.049999999999983,52,0.571428571428539,5.199999999999704,6.493506493506503,16.88311688311691,183.299,190.999,78,0.358974358974359,0.641025641025641,2.1538461538461537,6.599999999999994,9,0.21538461538460313,0.8999999999999488,6.493506493506503,10.129870129870145,183.299,190.999,50,0.18,0.8200000000000001,1.2857142857142858,2.0,2,0.12857142857142126,0.19999999999998863,8.367346938775501,10.204081632653049,185.299,190.199
376,0.09999999999999432,140,0.6785714285714286,0.3214285714285714,8.636363636363637,35.0,61,0.8636363636363146,6.099999999999653,5.769230769230761,17.948717948717924,187.19,194.99,79,0.43037974683544306,0.5696202531645569,3.4,8.549999999999999,9,0.33999999999998065,0.8999999999999488,5.769230769230761,10.128205128205114,187.19,194.99,54,0.25925925925925924,0.7407407407407407,2.0,4.399999999999999,5,0.19999999999998863,0.4999999999999716,8.333333333333314,11.249999999999973,189.29,194.09
382,0.09999999999999432,130,0.6230769230769231,0.3769230769230769,5.4,21.299999999999955,50,0.5399999999999694,4.999999999999716,6.202531645569616,16.455696202531634,189.017,196.917,80,0.3875,0.6125,2.2142857142857144,5.099999999999998,9,0.22142857142855885,0.8999999999999488,6.202531645569616,10.126582278481006,189.017,196.917,40,0.125,0.875,1.25,1.8499999999999996,2,0.1249999999999929,0.19999999999998863,8.974358974358962,10.256410256410241,193.017,196.917
388,0.09999999999999432,119,0.6638655462184874,0.33613445378151263,5.642857142857143,26.94999999999999,51,0.5642857142856822,5.09999999999971,5.970149253731353,17.761194029850778,192.18,198.88,68,0.4117647058823529,0.5882352941176471,2.1538461538461537,7.399999999999984,14,0.21538461538460313,1.3999999999999204,5.970149253731353,10.1492537313433,192.18,198.88,48,0.22916666666666666,0.7708333333333334,1.0,1.0,1,0.09999999999999432,0.09999999999999432,7.872340425531934,10.212765957446834,194.18,198.88
394,0.09999999999999432,100,0.71,0.29000000000000004,5.916666666666667,24.199999999999974,44,0.591666666666633,4.39999999999975,5.2727272727272725,18.181818181818183,194.478,199.978,56,0.48214285714285715,0.5178571428571428,2.4545454545454546,6.5,8,0.24545454545453152,0.7999999999999545,5.2727272727272725,10.181818181818182,194.478,199.978,56,0.48214285714285715,0.5178571428571428,2.4545454545454546,6.5,8,0.24545454545453152,0.7999999999999545,5.2727272727272725,10.181818181818182,194.478,199.978
40,0.09999999999999432,1688,0.2802132701421801,0.7197867298578199,22.523809523809526,61.0,382,2.2523809523808245,38.19999999999783,7.472338509849648,10.38132296677054,19.1343,181.734,1627,0.25322679778733864,0.7467732022126614,20.6,26.700000000000266,382,2.0599999999998833,38.19999999999783,7.472338509849648,10.006168523066155,19.1343,181.734,1281,0.06088992974238876,0.9391100702576113,5.2,19.69999999999994,61,0.5199999999999705,6.099999999999653,7.472063612540893,7.956536564974966,19.1343,180.134
400,0.09999999999999432,70,0.9285714285714286,0.0714285714285714,13.0,39.199999999999996,47,1.299999999999926,4.699999999999733,2.272727272727255,31.81818181818157,197.784,199.984,23,0.782608695652174,0.21739130434782605,4.5,7.399999999999999,8,0.4499999999999744,0.7999999999999545,2.272727272727255,10.454545454545373,197.784,199.984,23,0.782608695652174,0.21739130434782605,4.5,7.399999999999999,8,0.4499999999999744,0.7999999999999545,2.272727272727255,10.454545454545373,197.784,199.984
